iter	RMSE
275	4.486820216
276	4.484677508
277	4.48299615
278	4.47832907
279	4.477083186
280	4.476110373
281	4.474875844
282	4.469884068
283	4.463546023
284	4.457781479
285	4.456312145
286	4.454718281
287	4.451844204
288	4.44708576
289	4.443059641
290	4.439618691
291	4.437706638
292	4.431392969
293	4.430727351
294	4.429107377
295	4.427651759
296	4.423561061
297	4.419953033
298	4.417936142
299	4.413326944
300	4.408825187
301	4.404148415
302	4.400512528
303	4.395979174
304	4.393615248
305	4.389320443
306	4.387900918
307	4.38173261
308	4.378104633
309	4.376521363
310	4.374416618
311	4.373315997
312	4.371731331
313	4.370832074
314	4.367337871
315	4.363328067
316	4.359108346
317	4.355124273
318	4.353888404
319	4.350998352
320	4.345556312
321	4.343572003
322	4.341676146
323	4.339438326
324	4.337310933
325	4.333495084
326	4.328913471
327	4.324967037
328	4.318945038
329	4.314762814
330	4.313602763
331	4.311169178
332	4.309652847
333	4.30529995
334	4.302232346
335	4.300648624
336	4.296624347
337	4.292725188
338	4.288781683
339	4.28657411
340	4.280397705
341	4.2773948
342	4.275254569
343	4.27150712
344	4.267673168
345	4.266522686
346	4.261506264
347	4.254867211
348	4.251707035
349	4.248873317
350	4.244041645
351	4.241328794
352	4.237920361
353	4.237144234
354	4.23623285
355	4.232261782
356	4.230329333
357	4.229543414
358	4.228278139
359	4.225102232
360	4.219808945
361	4.215830052
362	4.214488444
363	4.208939843
364	4.206990931
365	4.203174484
366	4.198677242
367	4.1935748
368	4.192680903
369	4.188131533
370	4.182302155
371	4.180218218
372	4.179516631
373	4.175268113
374	4.172760807
375	4.170981473
376	4.165100173
377	4.16049788
378	4.159263314
379	4.158093776
380	4.155475613
381	4.154161636
382	4.150519069
383	4.149662964
384	4.145198088
385	4.141708569
386	4.136888237
387	4.135120857
388	4.134051679
389	4.130327316
390	4.126587374
391	4.122433729
392	4.119275071
393	4.114900837
394	4.113203773
395	4.109796547
396	4.106677122
397	4.102500064
398	4.101539704
399	4.099800157
400	4.096931104
401	4.092877745
402	4.088474903
403	4.086336632
404	4.080801293
405	4.076981621
406	4.073066325
407	4.07137641
408	4.068050836
409	4.065210241
410	4.063847107
411	4.062327811
412	4.058820832
413	4.054190801
414	4.051327103
415	4.05052731
416	4.046527141
417	4.04390344
418	4.039503299
419	4.036385969
420	4.034004622
421	4.032301508
422	4.028665613
423	4.025828347
424	4.022163833
425	4.020069369
426	4.018565436
427	4.015394731
428	4.012573988
429	4.012091534
430	4.009733242
431	4.007612951
432	4.003988148
433	4.000599064
434	3.997320629
435	3.994689584
436	3.992816244
437	3.98852944
438	3.986535304
439	3.984850892
440	3.983875861
441	3.980683593
442	3.97782509
443	3.975916488
444	3.974706175
445	3.969943148
446	3.968393716
447	3.965177108
448	3.963695255
449	3.961799983
450	3.960480481
451	3.956931869
452	3.953636519
453	3.950546541
454	3.948136701
455	3.947865301
456	3.945263065
457	3.940041463
458	3.936834017
459	3.934037296
460	3.931137154
461	3.926952345
462	3.925685437
463	3.921594579
464	3.919928594
465	3.917338413
466	3.914605444
467	3.912065837
468	3.910313099
469	3.907180741
470	3.905809884
471	3.902373132
472	3.897752145
473	3.895208967
474	3.894457835
475	3.892654192
476	3.890023096
477	3.887151981
478	3.886254585
479	3.88385045
480	3.881496547
481	3.880152998
482	3.878572202
483	3.878233399
484	3.874324712
485	3.87241266
486	3.870476746
487	3.867123306
488	3.864418652
489	3.863813047
490	3.863254257
491	3.861552293
492	3.861029713
493	3.857036946
494	3.854465593
495	3.850900445
496	3.848785156
497	3.843470788
498	3.841848226
499	3.840585104
500	3.835764427
501	3.832252144
502	3.830062025
503	3.828083291
504	3.826197974
505	3.825905829
506	3.822927994
507	3.819146117
508	3.816601447
509	3.811529946
510	3.810071457
511	3.806214957
512	3.804135525
513	3.802892109
514	3.79977477
515	3.799137269
516	3.797916204
517	3.797117127
518	3.793539058
519	3.791450327
520	3.789867603
521	3.785920235
522	3.784375295
523	3.782387294
524	3.781973987
525	3.778478198
526	3.774935623
527	3.773734876
528	3.77139917
529	3.770839772
530	3.769125617
531	3.766842603
532	3.763395223
533	3.762679664
534	3.758768668
535	3.754316998
536	3.751541291
537	3.749904085
538	3.748707257
539	3.74620683
540	3.744430507
541	3.743185433
542	3.742018024
543	3.739273256
544	3.736483716
545	3.736197412
546	3.733864058
547	3.732684362
548	3.731579304
549	3.729144309
550	3.72784686
551	3.727369362
552	3.726852092
553	3.721738335
554	3.721157601
555	3.719322018
556	3.71782706
557	3.716682562
558	3.714459969
559	3.713145139
560	3.711024983
561	3.708345707
562	3.705460995
563	3.703476488
564	3.702097577
565	3.700562324
566	3.69995069
567	3.69700133
568	3.696590955
569	3.695179393
570	3.692559872
571	3.690316809
572	3.690120669
573	3.686674175
574	3.684121876
575	3.681038454
576	3.678430338
577	3.675773566
578	3.674311647
579	3.673569193
580	3.670976108
581	3.667500928
582	3.664326203
583	3.66308963
584	3.65997443
585	3.65736854
586	3.65518555
587	3.652808915
588	3.65013748
589	3.649120911
590	3.647194641
591	3.644138607
592	3.640864854
593	3.638692409
594	3.635572802
595	3.633878698
596	3.63179354
597	3.628506293
598	3.626519582
599	3.624331507
600	3.621994458
601	3.620743428
602	3.617511266
603	3.615695079
604	3.612922155
605	3.612387421
606	3.610058917
607	3.606930346
608	3.602841316
609	3.60255527
610	3.599075002
611	3.596912031
612	3.596545678
613	3.595513094
614	3.594039105
615	3.59235103
616	3.590413927
617	3.588379667
618	3.587488171
619	3.584240554
620	3.580695894
621	3.579010849
622	3.575658233
623	3.573335986
624	3.570462258
625	3.570016974
626	3.567237416
627	3.563249925
628	3.560607826
629	3.560011773
630	3.557608431
631	3.555512267
632	3.552528894
633	3.550233894
634	3.548882798
635	3.547922148
636	3.545533022
637	3.543186176
638	3.54050374
639	3.539131259
640	3.536611791
641	3.535813447
642	3.533657985
643	3.531503706
644	3.530137799
645	3.527735081
646	3.52659615
647	3.523086012
648	3.520793044
649	3.519142531
650	3.518027763
651	3.515937136
652	3.513443913
653	3.512503016
654	3.5102624
655	3.508033369
656	3.506618752
657	3.502184989
658	3.500240561
659	3.497082469
660	3.494446918
661	3.491558896
662	3.490092608
663	3.487710233
664	3.485959914
665	3.485732209
666	3.484139359
667	3.482913024
668	3.481097608
669	3.478658736
670	3.477766836
671	3.477242674
672	3.474637938
673	3.473689024
674	3.472570505
675	3.468764811
676	3.4678931
677	3.465080768
678	3.462991229
679	3.461075283
680	3.460755905
681	3.458821322
682	3.456974824
683	3.455963708
684	3.453930959
685	3.451737688
686	3.449484832
687	3.449332439
688	3.444527622
689	3.443464403
690	3.441177689
691	3.440154442
692	3.438701431
693	3.438415621
694	3.436296353
695	3.434137046
696	3.43241563
697	3.431003702
698	3.428541705
699	3.427228421
700	3.425867974
701	3.425115414
702	3.422189949
703	3.420454454
704	3.417876346
705	3.415373182
706	3.412807254
707	3.410808883
708	3.409054556
709	3.407650432
710	3.407255199
711	3.404792971
712	3.403433603
713	3.401210564
714	3.399923084
715	3.398628676
716	3.397333713
717	3.396198002
718	3.393193393
719	3.389402334
720	3.389029431
721	3.387137026
722	3.386730862
723	3.384540944
724	3.382437936
725	3.380273393
726	3.37923669
727	3.378851989
728	3.378399663
729	3.375533281
730	3.373480622
731	3.371494146
732	3.367072227
733	3.364738446
734	3.362156388
735	3.360683639
736	3.359554138
737	3.357549978
738	3.357355867
739	3.356865795
740	3.354891358
741	3.351088124
742	3.349901059
743	3.346661232
744	3.343477451
745	3.341506443
746	3.33917195
747	3.337547181
748	3.337163668
749	3.336753835
750	3.33575301
751	3.333941307
752	3.331734334
753	3.329859068
754	3.327189684
755	3.326893883
756	3.326638049
757	3.325475573
758	3.32378488
759	3.32242684
760	3.320843197
761	3.318519042
762	3.317707781
763	3.315646462
764	3.31363382
765	3.311804212
766	3.308786574
767	3.307124983
768	3.304446965
769	3.302727718
770	3.302468628
771	3.300904545
772	3.299425586
773	3.298342487
774	3.297597802
775	3.29556937
776	3.292946402
777	3.291576837
778	3.291071752
779	3.290035805
780	3.288575915
781	3.28750916
782	3.286221283
783	3.285382165
784	3.285063264
785	3.28367595
786	3.281530798
787	3.280610104
788	3.280566822
789	3.278615529
790	3.276520767
791	3.274938649
792	3.273382078
793	3.273308252
794	3.272310337
795	3.270017441
796	3.268155927
797	3.267732487
798	3.266514612
799	3.264489831
800	3.262070895
801	3.260922253
802	3.259036567
803	3.25875776
804	3.25615266
805	3.25577302
806	3.253522783
807	3.252803818
808	3.250686461
809	3.249306186
810	3.247464903
811	3.246221562
812	3.243480549
813	3.243197092
814	3.241415968
815	3.240305849
816	3.238768123
817	3.237323865
818	3.235898127
819	3.234756484
820	3.233145016
821	3.229229781
822	3.227396655
823	3.226146833
824	3.225381082
825	3.224424819
826	3.223478563
827	3.219825592
828	3.216528208
829	3.214392131
830	3.212741929
831	3.211626559
832	3.209567602
833	3.209425358
834	3.207353126
835	3.205358055
836	3.203686572
837	3.202524693
838	3.201382152
839	3.20078534
840	3.200473333
841	3.197708465
842	3.194536295
843	3.19384166
844	3.190675173
845	3.190473228
846	3.188700523
847	3.186917007
848	3.185879601
849	3.184362095
850	3.183123801
851	3.181952087
852	3.181006286
853	3.178547217
854	3.175976286
855	3.175772084
856	3.173827362
857	3.171129883
858	3.170618915
859	3.16950269
860	3.167161713
861	3.165790419
862	3.163919671
863	3.161774211
864	3.160476435
865	3.159520184
866	3.159040729
867	3.156484653
868	3.155009055
869	3.152609314
870	3.151093108
871	3.150114558
872	3.149017125
873	3.148728379
874	3.145603124
875	3.143168319
876	3.141790446
877	3.140825077
878	3.140070043
879	3.139437546
880	3.137702114
881	3.136113604
882	3.134130667
883	3.131599697
884	3.130729436
885	3.12806619
886	3.126420923
887	3.125126035
888	3.123731042
889	3.123359001
890	3.123195361
891	3.121331892
892	3.118691037
893	3.117780936
894	3.116652579
895	3.114616886
896	3.11324001
897	3.112393359
898	3.110550666
899	3.106224739
900	3.105027613
901	3.103627194
902	3.101849852
903	3.101025037
904	3.098665057
905	3.098482717
906	3.097504716
907	3.097471326
908	3.094076321
909	3.093680785
910	3.093060026
911	3.092150193
912	3.090553339
913	3.090085653
914	3.089152577
915	3.088578756
916	3.086439449
917	3.086332385
918	3.08505199
919	3.080958155
920	3.079167569
921	3.078569346
922	3.076499587
923	3.074846281
924	3.073728245
925	3.072881422
926	3.070933277
927	3.069912036
928	3.067079001
929	3.066199925
930	3.065317729
931	3.063913994
932	3.063138878
933	3.061811868
934	3.060348643
935	3.060015669
936	3.058581647
937	3.057283054
938	3.056498359
939	3.054589669
940	3.053549088
941	3.049868748
942	3.046767736
943	3.044103321
944	3.043749498
945	3.043526855
946	3.042274107
947	3.041155104
948	3.039094353
949	3.036351387
950	3.036318327
951	3.033613509
952	3.031775013
953	3.02947118
954	3.026218683
955	3.023896939
956	3.022382668
957	3.020807445
958	3.019686451
959	3.018042112
960	3.01718942
961	3.01572097
962	3.015178896
963	3.013033399
964	3.011342906
965	3.010504665
966	3.009464101
967	3.008541193
968	3.006243892
969	3.003437392
970	3.000542425
971	2.999789023
972	2.998945882
973	2.996671431
974	2.995884609
975	2.99333829
976	2.991862801
977	2.989616296
978	2.98824153
979	2.987015437
980	2.98564036
981	2.98435541
982	2.98409959
983	2.982228874
984	2.981390789
985	2.98038548
986	2.978917594
987	2.978466377
988	2.97709578
989	2.975743424
990	2.975550673
991	2.973933931
992	2.973616868
993	2.971608312
994	2.969852855
995	2.969313195
996	2.966432915
997	2.966113872
998	2.966083057
999	2.966050318
